ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE,DAY,MONTH,YEAR,MISSION_DATE,City/Town,geometry,In_Land
86,436,177-51,98th Bomb Wing,B-29,5.0,1.0,,,,Troop Concentrations,,CT 2730,52SCH2730,38.20134,127.02423,,,38,500 GP,Radar,,,Interdiction,18000,,Ground controller reported direct hits on the target.,VT delay arming action,Non-delay,19000.0,EXETER,4,6,1951,1951-06-04,Jung-myeon,POINT (127.02423 38.20134),True
87,437,178-51,19th Bomb Group,B-29,1.0,1.0,,,,Jettisoned,,,,38.58654662420383,127.06998031847134,3628N,12549E,1,2000 GP,,,,,,,,0.01,Non-delay,2000.0,EXETER,5,6,1951,1951-06-05,North Korea,POINT (127.06998031847134 38.58654662420383),True
88,437,178-51,19th Bomb Group,B-29,1.0,1.0,,,,Jettisoned,,,,38.58654662420383,127.06998031847134,2815N,12515E,1,2000 GP,,,,,,,,0.01,Non-delay,2000.0,EXETER,5,6,1951,1951-06-05,North Korea,POINT (127.06998031847134 38.58654662420383),True
89,437,178-51,19th Bomb Group,B-29,1.0,1.0,,,Hamhung,Supply center,,CV 7418,52SCK7418,39.90272,127.52601,,,8,2000 GP,Radar,,,Interdiction,14000 - 15500,,7/10 to 8/10 cloud coverage prevailed. Unobserved results due to weather conditions.,0.1,Non-delay,16000.0,EXETER,5,6,1951,1951-06-05,Hamhung-si,POINT (127.52601 39.90272),True
90,437,178-51,98th Bomb Wing,B-29,1.0,,,,Sariwon,Railroad bridge,,YC 3966,51SYC3966,38.51032,125.74105,,,8,2000 GP,Shoran radar,,050030z,Interdiction,17000 -25000,,,0.1,VD tail fuzing,16000.0,EXETER,5,6,1951,1951-06-05,Sariwon-si,POINT (125.74105 38.51032),True
91,437,178-51,19th Bomb Group,B-29,11.0,,1.0,,Chinnampo,Marshalling yard,,YC 1090,51SYC1090,38.73373,125.41599,,,78,2000 GP,Visual with radar assistance,,,Interdiction,,,Crew believe the bombs fell over and to the right of the yards with some hits in the dock area. Weather precluded other observance.,0.1,Non-delay,156000.0,EXETER,5,6,1951,1951-06-05,Nampo,POINT (125.41599 38.73373),True
92,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 2634,52SCH2634,38.23718,127.01184,,,8,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,4000.0,EXETER,5,6,1951,1951-06-05,Geunnam-myeon,POINT (127.01184 38.23718),True
93,437,178-51,19th Bomb Group,B-29,5.0,,,,,Supply dump,,BT 9921,52SBH9921,38.11448,126.70721,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Kaesong,POINT (126.70721 38.11448),True
94,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 8929,52SCH8929,38.20212,127.73226,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Hwacheon,POINT (127.73226 38.20212),True
95,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 8930,52SCH8930,38.21113,127.73211,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Hwacheon,POINT (127.73211 38.21113),True
96,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,DT 1237,52SDH1237,38.27675,127.99391,,,10,500 GP,,,,Interdiction,18000,,Good results,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Dong-myeon,POINT (127.99391 38.27675),True
97,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 3332,52SCH3332,38.22049,127.09225,,,10,500 GP,,,,Interdiction,18000,,Secondary explosions,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Sinseo-myeon,POINT (127.09225 38.22049),True
98,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,BT 9207,52SBH9207,37.98682,126.6315,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Kaesong,POINT (126.6315 37.98682),True
99,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 108,52SCH 108,37.92558,126.72447,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Paju-si,POINT (126.72447 37.92558),True
100,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Unknown target,,BT 8824,52SBH8824,38.13898,126.58095,,,10,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5000.0,EXETER,5,6,1951,1951-06-05,Reasonable price,POINT (126.58095 38.13898),True
101,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,DT 1148,52SDH1148,38.37577,127.98109,,,11,500 GP,,,,Interdiction,18000,,Good results,VT delay arming action,Non-delay,5500.0,EXETER,5,6,1951,1951-06-05,Paekhyon-ri,POINT (127.98109 38.37577),True
102,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 2331,52SCH2331,38.20957,126.97833,,,11,500 GP,,,,Interdiction,18000,,Secondary explosions,VT delay arming action,Non-delay,5500.0,EXETER,5,6,1951,1951-06-05,Jeokdong-ri,POINT (126.97833 38.20957),True
103,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 2431,52SCH2431,38.20977,126.98974,,,11,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,5500.0,EXETER,5,6,1951,1951-06-05,Jung-myeon,POINT (126.98974 38.20977),True
104,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,DT 1241,52SDH1241,38.31279,127.99341,,,19,500 GP,,,,Interdiction,18000,,Good results,VT delay arming action,Non-delay,9500.0,EXETER,5,6,1951,1951-06-05,Bangsan-myeon,POINT (127.99341 38.31279),True
105,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Troop concentrations,,CT 9030,52SCH9030,38.21125,127.74353,,,20,500 GP,,,,Interdiction,18000,,Large fires in target area,VT delay arming action,Non-delay,10000.0,EXETER,5,6,1951,1951-06-05,Hwacheon,POINT (127.74353 38.21125),True
106,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Unknown target,,DT 1738,52SDH1738,38.28623,128.05095,,,20,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000.0,EXETER,5,6,1951,1951-06-05,Dong-myeon,POINT (128.05095 38.28623),True
107,437,178-51,19th Bomb Group,B-29,5.0,1.0,,,,Unknown target,,DT 1541,52SDH1541,38.31308,128.02772,,,20,500 GP,,,,Interdiction,18000,,,VT delay arming action,Non-delay,10000.0,EXETER,5,6,1951,1951-06-05,Dong-myeon,POINT (128.02772 38.31308),True
108,438,179-51,307th Bomb Wing,B-29,1.0,1.0,,,,Railroad bridge,,DU 0605,52SDJ0605,38.88885,127.91615,,,8,2000 GP,Visual,,,Interdiction,14000,,Bombs fell 200 ft to the left of the bridge.,0.1,Non-delay,16000.0,EXETER,6,6,1951,1951-06-06,North Korea,POINT (127.91615 38.88885),True
109,438,179-51,307th Bomb Wing,B-29,6.0,,,,Chinnampo,Marshalling yard,,YC 1090,51SYC1090,38.73373,125.41599,,,48,2000 GP,Visual,,,Interdiction,18000 - 18500,,Bombs fell across the choke point in the marshalling yards at Chinnampo.,0.1,Non-delay,96000.0,EXETER,6,6,1951,1951-06-06,Nampo,POINT (125.41599 38.73373),True
110,438,179-51,307th Bomb Wing,B-29,7.0,,1.0,,Hamhung,Supply center,,CV 7418,52SCK7418,39.90272,127.52601,,,48,2000 GP,Visual,,,Interdiction,14000 - 17000,,1 aircraft experienced a bomb bay door malfunction and went on to a secondary target. ,0.1,Non-delay,96000.0,EXETER,6,6,1951,1951-06-06,Hamhung-si,POINT (127.52601 39.90272),True
111,438,179-51,307th Bomb Wing,B-29,5.0,1.0,,,,Troop Concentrations,,CT 5649,52SCH5649,38.37762,127.35142,,,10,500 GP,,,,Interdiction,,,Excellent results,VT delay arming action,Non-delay,5000.0,EXETER,6,6,1951,1951-06-06,Cheonam-ri,POINT (127.35142 38.37762),True
112,438,179-51,307th Bomb Wing,B-29,5.0,1.0,,,,Troop Concentrations,,CT 5151,52SCH5151,38.39481,127.29378,,,10,500 GP,,,,Interdiction,,,Direct hits,VT delay arming action,Non-delay,5000.0,EXETER,6,6,1951,1951-06-06,Pyonggang-up,POINT (127.29378 38.39481),True
113,438,179-51,307th Bomb Wing,B-29,5.0,1.0,,,,Troop Concentrations,,CT 4954,52SCH4954,38.4215,127.27024,,,10,500 GP,,,,Interdiction,,,,VT delay arming action,Non-delay,5000.0,EXETER,6,6,1951,1951-06-06,Pyonggang-up,POINT (127.27024 38.4215),True
114,438,179-51,307th Bomb Wing,B-29,5.0,1.0,,,,Road junction,,CT 5146,52SCH5146,38.34977,127.29484,,,10,500 GP,,,,Interdiction,,,Excellent results,VT delay arming action,Non-delay,5000.0,EXETER,6,6,1951,1951-06-06,North Korea,POINT (127.29484 38.34977),True
115,438,179-51,307th Bomb Wing,B-29,5.0,1.0,,,,Command post headquarters,,CT 5551,52SCH5551,38.39547,127.33957,,,10,500 GP,,,,Interdiction,,,Direct hits,VT delay arming action,Non-delay,5000.0,EXETER,6,6,1951,1951-06-06,Haebang-ni,POINT (127.33957 38.39547),True
116,438,179-51,307th Bomb Wing,B-29,5.0,1.0,,,,Supply center,,CT 4645,52SCH4645,38.33992,127.23786,,,10,500 GP,,,,Interdiction,,,Direct hits,VT delay arming action,Non-delay,5000.0,EXETER,6,6,1951,1951-06-06,Junggangri,POINT (127.23786 38.33992),True
117,438,179-51,307th Bomb Wing,B-29,5.0,,,,,Troop Concentrations,,CT 4848,52SCH4848,38.36728,127.26009,,,20,500 GP,,,,Interdiction,,,,VT delay arming action,Non-delay,10000.0,EXETER,6,6,1951,1951-06-06,North Korea,POINT (127.26009 38.36728),True
119,438,179-51,307th Bomb Wing,B-29,5.0,1.0,,,,Communications center,,CT 4643,52SCH4643,38.3219,127.2383,,,20,500 GP,,,,Interdiction,,,Excellent results,VT delay arming action,Non-delay,10000.0,EXETER,6,6,1951,1951-06-06,Junggang-ri,POINT (127.2383 38.3219),True
120,438,179-51,91st Strategic Recon Sq,,2.0,,,,,,,,,38.50482509803922,127.10543418300657,,,,,,,,Recon,,,"""Pre-strike photo numbers BCP-27-5-26, BCP-14-5-8, BCP-27-5-29, BCP-6-6-2, BCP-6-6-1, and BCP- 4-6-3. Bomb damage assesment photo numbers BCA-4-6-2 and BCA-4-6-1. Photo mapping lines 10 and 11""",,,,EXETER,6,6,1951,1951-06-06,Bokmanri,POINT (127.10543418300657 38.50482509803922),True
121,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,Jettisoned,,,,38.47862046052632,127.11035499999998,3731N,13137E,2,500 GP,,,,,,,,VT delay arming action,Non-delay,1000.0,EXETER,7,6,1951,1951-06-07,North Korea,POINT (127.11035499999998 38.47862046052632),True
122,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 4437,52SCH4437,38.26751,127.21675,,,18,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,9000.0,EXETER,7,6,1951,1951-06-07,Cheorwon-eup,POINT (127.21675 38.26751),True
123,439,180-51,98th Bomb Wing,B-29,13.0,,2.0,,,,,CT 3868,52SCH3868,38.54568,127.14106,,,20,500 GP,,,,Interdiction,17000 - 19400,,"""2 aircraft  aborted, one experienced failure in number 3 engine and the other because of oil system failure in number 1 engine.""",VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Jungsamri,POINT (127.14106 38.54568),True
124,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5145,52SCH5145,38.34076,127.29505,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,North Korea,POINT (127.29505 38.34076),True
125,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 6332,52SCH6332,38.22556,127.43483,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Seo-myeon,POINT (127.43483 38.22556),True
126,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 6641,52SCH6641,38.3071,127.46739,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Amjeong-ri,POINT (127.46739 38.3071),True
127,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5348,52SCH5348,38.36812,127.3173,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,North Korea,POINT (127.3173 38.36812),True
128,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5946,52SCH5946,38.35107,127.38636,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Geoncheon-ri,POINT (127.38636 38.35107),True
129,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 6048,52SCH6048,38.36924,127.3974,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Geoncheon-ri,POINT (127.3974 38.36924),True
130,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5649,52SCH5649,38.37762,127.35142,,,20,500 GP,,,,Interdiction,17000 - 19400,,Bombs hit 75 ft from the desired aiming point,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Cheonam-ri,POINT (127.35142 38.37762),True
131,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5651,52SCH5651,38.39563,127.35101,,,20,500 GP,,,,Interdiction,17000 - 19400,,Direct hits,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Apdong-ri,POINT (127.35101 38.39563),True
132,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 6634,52SCH6634,38.24403,127.46871,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Geunnam-myeon,POINT (127.46871 38.24403),True
133,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5038,52SCH5038,38.27754,127.2851,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Yangji-ri,POINT (127.2851 38.27754),True
134,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 3637,52SCH3637,38.26608,127.12535,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Daema-ri,POINT (127.12535 38.26608),True
135,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 3336,52SCH3336,38.25652,127.09131,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Sinseo-myeon,POINT (127.09131 38.25652),True
136,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5137,52SCH5137,38.2687,127.29674,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Dongsong-eup,POINT (127.29674 38.2687),True
137,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5137,52SCH5137,38.2687,127.29674,,,20,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Dongsong-eup,POINT (127.29674 38.2687),True
138,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5455,52SCH5455,38.43134,127.32729,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Lee Su-deok-ri,POINT (127.32729 38.43134),True
139,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 4854,52SCH4854,38.42133,127.25879,,,20,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,Bokgye-ri,POINT (127.25879 38.42133),True
140,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5449,52SCH5449,38.37729,127.32853,,,20,500 GP,,,,Interdiction,17000 - 19400,,Direct hits,VT delay arming action,Non-delay,10000.0,EXETER,7,6,1951,1951-06-07,North Korea,POINT (127.32853 38.37729),True
141,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 3038,52SCH3038,38.27397,127.05656,,,40,500 GP,,,,Interdiction,17000 - 19400,,Excellent results,VT delay arming action,Non-delay,20000.0,EXETER,7,6,1951,1951-06-07,Tomil-ri,POINT (127.05656 38.27397),True
142,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,BT 5522,52SBH5522,38.11262,126.20547,,,40,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,20000.0,EXETER,7,6,1951,1951-06-07,Large fish,POINT (126.20547 38.11262),True
143,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,,,CT 5946,52SCH5946,38.35107,127.38636,,,40,500 GP,,,,Interdiction,17000 - 19400,,,VT delay arming action,Non-delay,20000.0,EXETER,7,6,1951,1951-06-07,Geoncheon-ri,POINT (127.38636 38.35107),True
144,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,Jettisoned,,,,38.47862046052632,127.11035499999998,2509N,13922E,40,500 GP,,,,,,,,VT delay arming action,Non-delay,20000.0,EXETER,7,6,1951,1951-06-07,North Korea,POINT (127.11035499999998 38.47862046052632),True
145,439,180-51,98th Bomb Wing,B-29,13.0,1.0,,,,Jettisoned,,,,38.47862046052632,127.11035499999998,3621N,14120E,40,500 GP,,,,,,,,VT delay arming action,Non-delay,20000.0,EXETER,7,6,1951,1951-06-07,North Korea,POINT (127.11035499999998 38.47862046052632),True
146,439,180-51,91st Strategic Recon Sq,,1.0,,1.0,,BCP-6-6-1,Railroad bridge Tanchon,,DV 9077,52TDK9077,40.44359,128.88208,,,,,,,,Recon,20000 - 35000,,One aircraft accomplished photographic coverage of BCP-5-6-16. The other aircraft was ineffective due to weather. Poor results due to weather,,,,EXETER,7,6,1951,1951-06-07,Tanchon-si,POINT (128.88208 40.44359),True
147,439,180-51,91st Strategic Recon Sq,,1.0,1.0,,,BCP-6-6-2,Liancourt Rocks,,,,38.47862046052632,127.11035499999998,3715N,13153E,,,,,,Recon,,,,,,,EXETER,7,6,1951,1951-06-07,North Korea,POINT (127.11035499999998 38.47862046052632),True
148,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troops and supplies,,CT 3739,52SCH3739,38.28428,127.13631,,,8,500 GP,,,,Interdiction,12000 - 18000,,Good results,VT delay arming action,Non-delay,4000.0,EXETER,8,6,1951,1951-06-08,Jungse-ri,POINT (127.13631 38.28428),True
149,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Jettisoned,,,,38.46820801526717,127.14042244274808,3825N,12659E,8,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,4000.0,EXETER,8,6,1951,1951-06-08,Okdong-ri,POINT (127.14042244274808 38.46820801526717),True
150,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troops and supplies,,CT 5692,52SCH5692,38.76497,127.34254,,,19,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,9500.0,EXETER,8,6,1951,1951-06-08,North Korea,POINT (127.34254 38.76497),True
151,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 5947,52SCH5947,38.36008,127.38615,,,19,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,9500.0,EXETER,8,6,1951,1951-06-08,Geoncheon-ri,POINT (127.38615 38.36008),True
152,440,181-51,19th Bomb Group,B-29,16.0,,2.0,,,Troops and supplies,,CT 2554,52SCH2554,38.41712,126.99546,,,20,500 GP,,,,Interdiction,12000 - 18000,,"""2 aircraft aborted, one because of mechanical difficulties and the other because of active bomb fuzes. Very good results""",VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Woram-ri,POINT (126.99546 38.41712),True
153,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troops and supplies,,CT 4038,52SCH4038,38.27581,127.17082,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Cheorwon-eup,POINT (127.17082 38.27581),True
154,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troops and supplies,,CT 4632,52SCH4632,38.22281,127.24069,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Odeok-ri,POINT (127.24069 38.22281),True
155,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troops and supplies,,CT 3230,52SCH3230,38.20229,127.0813,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Sinseo-myeon,POINT (127.0813 38.20229),True
156,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 5841,52SCH5841,38.30587,127.37592,,,20,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Geunbuk-myeon,POINT (127.37592 38.30587),True
157,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 5440,52SCH5440,38.29621,127.3304,,,20,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Jeongyeon-ri,POINT (127.3304 38.29621),True
158,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 4644,52SCH4644,38.33091,127.23808,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Junggang-ri,POINT (127.23808 38.33091),True
159,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 4543,52SCH4543,38.32173,127.22686,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Hongwon-ri,POINT (127.22686 38.32173),True
160,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 5231,52SCH5231,38.21481,127.30941,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Naedae-ri,POINT (127.30941 38.21481),True
161,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 3445,52SCH3445,38.33777,127.10062,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Odong-ri,POINT (127.10062 38.33777),True
162,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 6329,52SCH6329,38.19853,127.43541,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Seo-myeon,POINT (127.43541 38.19853),True
163,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 6732,52SCH6732,38.22616,127.48051,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Geunnam-myeon,POINT (127.48051 38.22616),True
164,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 4638,52SCH4638,38.27686,127.23939,,,20,500 GP,,,,Interdiction,12000 - 18000,,Good results,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Gwanu-ri,POINT (127.23939 38.27686),True
165,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Enemy approach route,,CT 3639,52SCH3639,38.2841,127.12488,,,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Gadan-ri,POINT (127.12488 38.2841),True
166,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Jettisoned,,,,38.46820801526717,127.14042244274808,3412N,13006E,20,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10000.0,EXETER,8,6,1951,1951-06-08,Okdong-ri,POINT (127.14042244274808 38.46820801526717),True
167,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troops and supplies,,CT 5145,52SCH5145,38.34076,127.29505,,,21,500 GP,,,,Interdiction,12000 - 18000,,Excellent results,VT delay arming action,Non-delay,10500.0,EXETER,8,6,1951,1951-06-08,North Korea,POINT (127.29505 38.34076),True
168,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 5448,52SCH5448,38.36828,127.32874,,,21,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,10500.0,EXETER,8,6,1951,1951-06-08,North Korea,POINT (127.32874 38.36828),True
169,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 5140,52SCH5140,38.29572,127.2961,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000.0,EXETER,8,6,1951,1951-06-08,Igil-ri,POINT (127.2961 38.29572),True
170,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 3842,52SCH3842,38.31148,127.14705,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000.0,EXETER,8,6,1951,1951-06-08,Samsa-ri,POINT (127.14705 38.31148),True
171,440,181-51,19th Bomb Group,B-29,16.0,1.0,,,,Troop concentrations,,CT 5440,52SCH5440,38.29621,127.3304,,,40,500 GP,,,,Interdiction,12000 - 18000,,,VT delay arming action,Non-delay,20000.0,EXETER,8,6,1951,1951-06-08,Jeongyeon-ri,POINT (127.3304 38.29621),True
